Reference:  277 apertures in PRDOPSSOC-H-015 (index 0 in table below)
Comparison: 277 apertures in pre_delivery (index 1 in table below)

             AperName , siaf0_dx_mean , siaf0_dy_mean , siaf1_dx_mean , siaf1_dy_mean , difference_dx_mean , difference_dy_mean
      MIRIM_TA1065_LR ,      0.012628 ,      0.003347 ,      0.012628 ,      0.003347 ,           0.000000 ,          -0.000000
     MIRIM_TA1065_CUL ,      0.007939 ,      0.002260 ,      0.007939 ,      0.002260 ,           0.000000 ,          -0.000000
     MIRIM_TA1065_CUR ,      0.010791 ,      0.002840 ,      0.010791 ,      0.002840 ,           0.000000 ,          -0.000000
     MIRIM_TA1065_CLL ,      0.007407 ,      0.002042 ,      0.007407 ,      0.002042 ,           0.000000 ,          -0.000000
     MIRIM_TA1065_CLR ,      0.010617 ,      0.002804 ,      0.010617 ,      0.002804 ,           0.000000 ,          -0.000000
         MIRIM_TAFULL ,      0.255090 ,      0.091730 ,      0.255090 ,      0.091730 ,          -0.000000 ,          -0.000000
        MIRIM_TAILLUM ,      0.255090 ,      0.091730 ,      0.255090 ,      0.091730 ,          -0.000000 ,          -0.000000
    MIRIM_TABRIGHTSKY ,      0.308070 ,      0.059369 ,      0.308070 ,      0.059369 ,          -0.000000 ,          -0.000000
       MIRIM_TASUB256 ,      0.132932 ,      0.021132 ,      0.132932 ,      0.021132 ,          -0.000000 ,          -0.000000
       MIRIM_TASUB128 ,      0.107771 ,      0.047481 ,      0.107771 ,      0.047481 ,          -0.000000 ,          -0.000000
        MIRIM_TASUB64 ,      0.080381 ,      0.035571 ,      0.080381 ,      0.035571 ,          -0.000000 ,          -0.000000
MIRIM_TASLITLESSPRISM ,      0.116457 ,      0.049785 ,      0.116457 ,      0.049785 ,          -0.000000 ,          -0.000000
      MIRIM_CORON1065 ,      0.008394 ,      0.001720 ,      0.008394 ,      0.001720 ,           0.000000 ,          -0.000000
      MIRIM_CORON1140 ,      0.012199 ,      0.003706 ,      0.012199 ,      0.003706 ,           0.000000 ,           0.000000
      MIRIM_CORON1550 ,      0.025977 ,      0.009667 ,      0.025977 ,      0.009667 ,           0.000000 ,          -0.000000
      MIRIM_CORONLYOT ,      0.074124 ,      0.030969 ,      0.074124 ,      0.030969 ,           0.000000 ,          -0.000000
          MIRIM_KNIFE ,      0.052577 ,      0.018725 ,      0.052577 ,      0.018725 ,          -0.000000 ,          -0.000000
        MIRIM_FP1MIMF ,      0.007924 ,      0.001603 ,      0.007924 ,      0.001603 ,          -0.000000 ,           0.000000
        MIRIM_FP2MIMF ,      0.007243 ,      0.001605 ,      0.007243 ,      0.001605 ,          -0.000000 ,           0.000000
        MIRIM_FP3MIMF ,      0.007427 ,      0.001855 ,      0.007427 ,      0.001855 ,          -0.000000 ,           0.000000
        MIRIM_FP4MIMF ,      0.007579 ,      0.001900 ,      0.007579 ,      0.001900 ,          -0.000000 ,           0.000000
        MIRIM_FP5MIMF ,      0.007315 ,      0.001874 ,      0.007315 ,      0.001874 ,          -0.000000 ,          -0.000000
