Reference:  277 apertures in cdp7b (index 0 in table below)
Comparison: 277 apertures in pre_delivery (index 1 in table below)

             AperName , siaf0_dx_mean , siaf0_dy_mean , siaf1_dx_mean , siaf1_dy_mean , difference_dx_mean , difference_dy_mean
      MIRIM_TA1065_LL ,      0.015666 ,      0.001884 ,      0.003913 ,      0.018460 ,          -0.011753 ,           0.016575
      MIRIM_TA1065_LR ,      0.012628 ,      0.003347 ,      0.003056 ,      0.015970 ,          -0.009571 ,           0.012623
     MIRIM_TA1065_CUL ,      0.007939 ,      0.002260 ,      0.003189 ,      0.016283 ,          -0.004749 ,           0.014023
     MIRIM_TA1065_CUR ,      0.010791 ,      0.002840 ,      0.003159 ,      0.016240 ,          -0.007632 ,           0.013401
     MIRIM_TA1065_CLL ,      0.007407 ,      0.002042 ,      0.003344 ,      0.015458 ,          -0.004063 ,           0.013416
     MIRIM_TA1065_CLR ,      0.010617 ,      0.002804 ,      0.003214 ,      0.015040 ,          -0.007403 ,           0.012236
         MIRIM_TAFULL ,      0.255090 ,      0.091730 ,      0.034746 ,      0.163020 ,          -0.220344 ,           0.071290
        MIRIM_TAILLUM ,      0.255090 ,      0.091730 ,      0.034746 ,      0.163020 ,          -0.220344 ,           0.071290
    MIRIM_TABRIGHTSKY ,      0.308070 ,      0.059369 ,      0.022132 ,      0.078884 ,          -0.285938 ,           0.019515
       MIRIM_TASUB256 ,      0.132932 ,      0.021132 ,      0.009634 ,      0.043144 ,          -0.123298 ,           0.022012
       MIRIM_TASUB128 ,      0.107771 ,      0.047481 ,      0.060412 ,      1.406732 ,          -0.047359 ,           1.359251
        MIRIM_TASUB64 ,      0.080381 ,      0.035571 ,      0.036314 ,      0.764204 ,          -0.044066 ,           0.728633
MIRIM_TASLITLESSPRISM ,      0.116457 ,      0.049785 ,      0.051477 ,      1.177303 ,          -0.064981 ,           1.127518
      MIRIM_CORON1065 ,      0.008394 ,      0.001720 ,      0.002688 ,      0.013159 ,          -0.005706 ,           0.011439
      MIRIM_CORON1140 ,      0.012199 ,      0.003706 ,      0.004300 ,      0.033722 ,          -0.007899 ,           0.030016
      MIRIM_CORON1550 ,      0.025977 ,      0.009667 ,      0.008052 ,      0.132868 ,          -0.017925 ,           0.123201
      MIRIM_CORONLYOT ,      0.074124 ,      0.030969 ,      0.029149 ,      0.619651 ,          -0.044975 ,           0.588682
          MIRIM_KNIFE ,      0.052577 ,      0.018725 ,      0.008261 ,      0.059530 ,          -0.044316 ,           0.040805
        MIRIM_FP1MIMF ,      0.007924 ,      0.001603 ,      0.002458 ,      0.019907 ,          -0.005466 ,           0.018304
        MIRIM_FP2MIMF ,      0.007243 ,      0.001605 ,      0.003160 ,      0.019125 ,          -0.004083 ,           0.017520
        MIRIM_FP3MIMF ,      0.007427 ,      0.001855 ,      0.002328 ,      0.013443 ,          -0.005099 ,           0.011588
        MIRIM_FP4MIMF ,      0.007579 ,      0.001900 ,      0.002682 ,      0.016733 ,          -0.004898 ,           0.014833
        MIRIM_FP5MIMF ,      0.007315 ,      0.001874 ,      0.006153 ,      0.017276 ,          -0.001162 ,           0.015402
