Reference:  305 apertures in PRDOPSSOC-034 (index 0 in table below)
Comparison: 305 apertures in pre-delivery (index 1 in table below)

                  AperName , siaf0_dx_mean , siaf0_dy_mean , siaf1_dx_mean , siaf1_dy_mean , difference_dx_mean , difference_dy_mean
       NRCA5_GRISM64_F444W ,      0.010405 ,      0.008701 ,      0.091612 ,      0.102453 ,           0.081207 ,           0.093751
        NRCA5_GRISM_F322W2 ,      0.010405 ,      0.008701 ,      0.091612 ,      0.102453 ,           0.081207 ,           0.093751
         NRCA5_GRISM_F277W ,      0.010405 ,      0.008701 ,      0.091612 ,      0.102453 ,           0.081207 ,           0.093751
         NRCA5_GRISM_F356W ,      0.010405 ,      0.008701 ,      0.091612 ,      0.102453 ,           0.081207 ,           0.093751
         NRCA5_GRISM_F444W ,      0.010405 ,      0.008701 ,      0.091612 ,      0.102453 ,           0.081207 ,           0.093751
             NRCA1_GRISMTS ,      0.015755 ,      0.013289 ,      0.159260 ,      0.122575 ,           0.143505 ,           0.109286
          NRCA1_GRISMTS256 ,      0.016357 ,      0.021432 ,      0.228077 ,      0.228954 ,           0.211721 ,           0.207522
          NRCA1_GRISMTS128 ,      0.016182 ,      0.022652 ,      0.232081 ,      0.249733 ,           0.215899 ,           0.227081
           NRCA1_GRISMTS64 ,      0.016160 ,      0.023030 ,      0.233671 ,      0.256809 ,           0.217511 ,           0.233779
             NRCA3_GRISMTS ,      0.020895 ,      0.016141 ,      0.114575 ,      0.133435 ,           0.093680 ,           0.117294
          NRCA3_GRISMTS256 ,      0.020895 ,      0.016141 ,      0.114575 ,      0.133435 ,           0.093680 ,           0.117294
          NRCA3_GRISMTS128 ,      0.020134 ,      0.015693 ,      0.114580 ,      0.130701 ,           0.094446 ,           0.115007
           NRCA3_GRISMTS64 ,      0.019935 ,      0.015564 ,      0.115349 ,      0.130075 ,           0.095414 ,           0.114511
         NRCA5_TAGRISMTS32 ,      0.004828 ,      0.000487 ,      0.052142 ,      0.218027 ,           0.047313 ,           0.217540
   NRCA5_TAGRISMTS32_F405N ,      0.004828 ,      0.000487 ,      0.052141 ,      0.218026 ,           0.047313 ,           0.217538
NRCA5_TAGRISMTS_SCI_F322W2 ,      0.014098 ,      0.007792 ,      0.125959 ,      0.254217 ,           0.111861 ,           0.246424
 NRCA5_TAGRISMTS_SCI_F444W ,      0.003174 ,      0.003593 ,      0.001718 ,      0.221732 ,          -0.001455 ,           0.218139
              NRCA3_DHSPIL ,      0.020895 ,      0.016141 ,      0.114575 ,      0.133435 ,           0.093680 ,           0.117294
        NRCA3_DHSPIL_SUB96 ,      0.020795 ,      0.002264 ,      0.012334 ,      0.046680 ,          -0.008461 ,           0.044416
       NRCA3_DHSPIL_WEDGES ,      0.020895 ,      0.016141 ,      0.114575 ,      0.133435 ,           0.093680 ,           0.117294
                 NRCA3_FP1 ,      0.020895 ,      0.016141 ,      0.114575 ,      0.133435 ,           0.093680 ,           0.117294
            NRCA3_FP1_SUB8 ,      0.003289 ,      0.015001 ,      0.096439 ,      0.127417 ,           0.093150 ,           0.112415
           NRCA3_FP1_SUB64 ,      0.003290 ,      0.014993 ,      0.096434 ,      0.127423 ,           0.093143 ,           0.112430
             NRCA3_FP2MIMF ,      0.020895 ,      0.016141 ,      0.114575 ,      0.133435 ,           0.093680 ,           0.117294
             NRCA1_FP3MIMF ,      0.021202 ,      0.018765 ,      0.088132 ,      0.122575 ,           0.066931 ,           0.103810
             NRCA2_FP4MIMF ,      0.027548 ,      0.021601 ,      0.073032 ,      0.074352 ,           0.045485 ,           0.052750
             NRCA4_FP5MIMF ,      0.027139 ,      0.015829 ,      0.091157 ,      0.088817 ,           0.064019 ,           0.072988
              NRCB4_DHSPIL ,      0.021562 ,      0.016805 ,      0.058599 ,      0.095339 ,           0.037038 ,           0.078534
        NRCB4_DHSPIL_SUB96 ,      0.021737 ,      0.005874 ,      0.003026 ,      0.014867 ,          -0.018711 ,           0.008992
       NRCB4_DHSPIL_WEDGES ,      0.021562 ,      0.016805 ,      0.058599 ,      0.095339 ,           0.037038 ,           0.078534
                 NRCB4_FP1 ,      0.021562 ,      0.016805 ,      0.058599 ,      0.095339 ,           0.037038 ,           0.078534
            NRCB4_FP1_SUB8 ,      0.009192 ,      0.022069 ,      0.072326 ,      0.129813 ,           0.063134 ,           0.107744
           NRCB4_FP1_SUB64 ,      0.009187 ,      0.022059 ,      0.072261 ,      0.129824 ,           0.063074 ,           0.107765
             NRCB4_FP2MIMF ,      0.021562 ,      0.016805 ,      0.058599 ,      0.095339 ,           0.037038 ,           0.078534
             NRCB2_FP3MIMF ,      0.020695 ,      0.020529 ,      0.085967 ,      0.103220 ,           0.065272 ,           0.082691
             NRCB1_FP4MIMF ,      0.028042 ,      0.022081 ,      0.064326 ,      0.053198 ,           0.036284 ,           0.031117
             NRCB3_FP5MIMF ,      0.027587 ,      0.016212 ,      0.040179 ,      0.053303 ,           0.012592 ,           0.037090
              NRCA3_SUB64P ,      0.002926 ,      0.008516 ,      0.245972 ,      0.094304 ,           0.243045 ,           0.085788
             NRCA3_SUB160P ,      0.030933 ,      0.027982 ,      0.185801 ,      0.323780 ,           0.154868 ,           0.295798
             NRCA3_SUB400P ,      0.037180 ,      0.030850 ,      0.165702 ,      0.289121 ,           0.128522 ,           0.258272
              NRCA5_SUB64P ,      0.000770 ,      0.001480 ,      0.024679 ,      0.234446 ,           0.023909 ,           0.232967
             NRCA5_SUB160P ,      0.016016 ,      0.013029 ,      0.241257 ,      0.267332 ,           0.225241 ,           0.254303
             NRCA5_SUB400P ,      0.015948 ,      0.010723 ,      0.195063 ,      0.225752 ,           0.179115 ,           0.215029
              NRCB1_SUB64P ,      0.039869 ,      0.005042 ,      0.153802 ,      0.015603 ,           0.113933 ,           0.010561
             NRCB1_SUB160P ,      0.042302 ,      0.006758 ,      0.140542 ,      0.021719 ,           0.098240 ,           0.014961
             NRCB1_SUB400P ,      0.046933 ,      0.010459 ,      0.113052 ,      0.030695 ,           0.066119 ,           0.020237
              NRCB5_SUB64P ,      0.012689 ,      0.000990 ,      0.113086 ,      0.067559 ,           0.100397 ,           0.066570
             NRCB5_SUB160P ,      0.015024 ,      0.001946 ,      0.106423 ,      0.067534 ,           0.091399 ,           0.065589
             NRCB5_SUB400P ,      0.018463 ,      0.005920 ,      0.091632 ,      0.064491 ,           0.073168 ,           0.058571
               NRCB1_FULLP ,      0.028042 ,      0.022081 ,      0.064326 ,      0.053198 ,           0.036284 ,           0.031117
               NRCB5_FULLP ,      0.010370 ,      0.009083 ,      0.064191 ,      0.070694 ,           0.053821 ,           0.061611
           NRCB5_TAPSIMG32 ,      0.016637 ,      0.001368 ,      0.121518 ,      0.063458 ,           0.104881 ,           0.062091
     NRCB5_TAPSIMG32_F405N ,      0.016637 ,      0.001368 ,      0.121519 ,      0.063458 ,           0.104881 ,           0.062091
      NRCA2_FULL_WEDGE_RND ,      0.021917 ,      0.002986 ,      0.021917 ,      0.002986 ,           0.000000 ,           0.000000
      NRCA4_FULL_WEDGE_BAR ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
      NRCA5_FULL_WEDGE_RND ,      0.004977 ,      0.004325 ,      0.004977 ,      0.004325 ,           0.000000 ,           0.000000
      NRCA5_FULL_WEDGE_BAR ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
            NRCA2_MASK210R ,      0.013418 ,      0.002642 ,      0.013418 ,      0.002642 ,           0.000000 ,           0.000000
       NRCA2_FULL_MASK210R ,      0.021917 ,      0.002986 ,      0.021917 ,      0.002986 ,           0.000000 ,           0.000000
            NRCA5_MASK335R ,      0.003009 ,      0.001210 ,      0.003009 ,      0.001210 ,           0.000000 ,           0.000000
       NRCA5_FULL_MASK335R ,      0.004977 ,      0.004325 ,      0.004977 ,      0.004325 ,           0.000000 ,           0.000000
            NRCA5_MASK430R ,      0.002812 ,      0.002297 ,      0.002812 ,      0.002297 ,           0.000000 ,           0.000000
       NRCA5_FULL_MASK430R ,      0.004977 ,      0.004325 ,      0.004977 ,      0.004325 ,           0.000000 ,           0.000000
             NRCA4_MASKSWB ,      0.021188 ,      0.003786 ,      0.021188 ,      0.003786 ,           0.000000 ,           0.000000
        NRCA4_FULL_MASKSWB ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
       NRCA4_MASKSWB_F182M ,      0.021188 ,      0.003786 ,      0.021188 ,      0.003786 ,           0.000000 ,           0.000000
  NRCA4_FULL_MASKSWB_F182M ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
       NRCA4_MASKSWB_F187N ,      0.021188 ,      0.003786 ,      0.021188 ,      0.003786 ,           0.000000 ,           0.000000
  NRCA4_FULL_MASKSWB_F187N ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
       NRCA4_MASKSWB_F210M ,      0.021188 ,      0.003786 ,      0.021188 ,      0.003786 ,           0.000000 ,           0.000000
  NRCA4_FULL_MASKSWB_F210M ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
       NRCA4_MASKSWB_F212N ,      0.021188 ,      0.003786 ,      0.021188 ,      0.003786 ,           0.000000 ,           0.000000
  NRCA4_FULL_MASKSWB_F212N ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
       NRCA4_MASKSWB_F200W ,      0.021188 ,      0.003786 ,      0.021188 ,      0.003786 ,           0.000000 ,           0.000000
  NRCA4_FULL_MASKSWB_F200W ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
      NRCA4_MASKSWB_NARROW ,      0.021188 ,      0.003786 ,      0.021188 ,      0.003786 ,           0.000000 ,           0.000000
 NRCA4_FULL_MASKSWB_NARROW ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
             NRCA5_MASKLWB ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
        NRCA5_FULL_MASKLWB ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F250M ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F250M ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F300M ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F300M ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F277W ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F277W ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F335M ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F335M ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F360M ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F360M ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F356W ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F356W ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F410M ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F410M ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F430M ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F430M ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F460M ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F460M ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F480M ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F480M ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
       NRCA5_MASKLWB_F444W ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
  NRCA5_FULL_MASKLWB_F444W ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
      NRCA5_MASKLWB_NARROW ,      0.003633 ,      0.002777 ,      0.003633 ,      0.002777 ,           0.000000 ,           0.000000
 NRCA5_FULL_MASKLWB_NARROW ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
          NRCA2_TAMASK210R ,      0.003263 ,      0.001927 ,      0.003263 ,      0.001927 ,           0.000000 ,           0.000000
     NRCA2_FULL_TAMASK210R ,      0.021917 ,      0.002986 ,      0.021917 ,      0.002986 ,           0.000000 ,           0.000000
        NRCA2_FSTAMASK210R ,      0.003881 ,      0.002280 ,      0.003881 ,      0.002280 ,           0.000000 ,           0.000000
   NRCA2_FULL_FSTAMASK210R ,      0.021917 ,      0.002986 ,      0.021917 ,      0.002986 ,           0.000000 ,           0.000000
          NRCA5_TAMASK335R ,      0.000899 ,      0.000434 ,      0.000899 ,      0.000434 ,           0.000000 ,           0.000000
     NRCA5_FULL_TAMASK335R ,      0.004977 ,      0.004325 ,      0.004977 ,      0.004325 ,           0.000000 ,           0.000000
        NRCA5_FSTAMASK335R ,      0.002717 ,      0.000574 ,      0.002717 ,      0.000574 ,           0.000000 ,           0.000000
   NRCA5_FULL_FSTAMASK335R ,      0.004977 ,      0.004325 ,      0.004977 ,      0.004325 ,           0.000000 ,           0.000000
          NRCA5_TAMASK430R ,      0.001190 ,      0.002434 ,      0.001190 ,      0.002434 ,           0.000000 ,           0.000000
     NRCA5_FULL_TAMASK430R ,      0.004977 ,      0.004325 ,      0.004977 ,      0.004325 ,           0.000000 ,           0.000000
        NRCA5_FSTAMASK430R ,      0.001862 ,      0.003568 ,      0.001862 ,      0.003568 ,           0.000000 ,           0.000000
   NRCA5_FULL_FSTAMASK430R ,      0.004977 ,      0.004325 ,      0.004977 ,      0.004325 ,           0.000000 ,           0.000000
           NRCA4_TAMASKSWB ,      0.011815 ,      0.003579 ,      0.011815 ,      0.003579 ,           0.000000 ,           0.000000
      NRCA4_FULL_TAMASKSWB ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
          NRCA4_TAMASKSWBS ,      0.019782 ,      0.006783 ,      0.019782 ,      0.006783 ,           0.000000 ,           0.000000
     NRCA4_FULL_TAMASKSWBS ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
         NRCA4_FSTAMASKSWB ,      0.017737 ,      0.006643 ,      0.017737 ,      0.006643 ,           0.000000 ,           0.000000
    NRCA4_FULL_FSTAMASKSWB ,      0.025193 ,      0.007855 ,      0.025193 ,      0.007855 ,           0.000000 ,           0.000000
           NRCA5_TAMASKLWB ,      0.002057 ,      0.002161 ,      0.002057 ,      0.002161 ,           0.000000 ,           0.000000
      NRCA5_FULL_TAMASKLWB ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
          NRCA5_TAMASKLWBL ,      0.008872 ,      0.005721 ,      0.008872 ,      0.005721 ,           0.000000 ,           0.000000
     NRCA5_FULL_TAMASKLWBL ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
         NRCA5_FSTAMASKLWB ,      0.001422 ,      0.003650 ,      0.001422 ,      0.003650 ,           0.000000 ,           0.000000
    NRCA5_FULL_FSTAMASKLWB ,      0.005080 ,      0.004261 ,      0.005080 ,      0.004261 ,           0.000000 ,           0.000000
            NRCB1_MASK210R ,      0.049082 ,      0.023734 ,      0.032682 ,      0.039036 ,          -0.016399 ,           0.015302
            NRCB5_MASK335R ,      0.012085 ,      0.019041 ,      0.033325 ,      0.059862 ,           0.021240 ,           0.040821
            NRCB5_MASK430R ,      0.004671 ,      0.021946 ,      0.008066 ,      0.059421 ,           0.003395 ,           0.037475
             NRCB3_MASKSWB ,      0.045044 ,      0.007652 ,      0.019096 ,      0.033735 ,          -0.025948 ,           0.026084
             NRCB5_MASKLWB ,      0.015222 ,      0.016321 ,      0.021923 ,      0.052623 ,           0.006702 ,           0.036302
          NRCB1_TAMASK210R ,      0.053936 ,      0.009541 ,      0.055595 ,      0.014211 ,           0.001659 ,           0.004670
          NRCB5_TAMASK335R ,      0.018549 ,      0.011104 ,      0.051186 ,      0.050735 ,           0.032636 ,           0.039631
          NRCB5_TAMASK430R ,      0.005444 ,      0.017771 ,      0.018273 ,      0.052407 ,           0.012829 ,           0.034636
           NRCB3_TAMASKSWB ,      0.043599 ,      0.010073 ,      0.030459 ,      0.007081 ,          -0.013140 ,          -0.002992
           NRCB5_TAMASKLWB ,      0.009838 ,      0.017304 ,      0.010301 ,      0.050342 ,           0.000462 ,           0.033038
          NRCB5_TAMASKLWBL ,      0.018978 ,      0.009549 ,      0.034933 ,      0.041508 ,           0.015956 ,           0.031959
          NRCB3_TAMASKSWBS ,      0.044366 ,      0.010973 ,      0.007942 ,      0.031166 ,          -0.036424 ,           0.020192
