Reference:  320 apertures in PRDOPSSOC-043
Comparison: 320 apertures in pre-delivery

Number of modified apertures 240. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCB3_FULL_OSS                V3IdlYAngle           -0.43660167            -0.4886682        0.052067    10.6548
NRCB3_FULL_OSS                V3SciXAngle          -90.39856853          -90.45063506        0.052067     0.0576
NRCB3_FULL_OSS                V3SciYAngle          179.56339833           179.5113318        0.052067     0.0290

NRCB4_FULL_OSS                      V2Ref            -52.845703            -54.586077        1.740374     3.1883
NRCB4_FULL_OSS                      V3Ref           -525.729321           -525.676157        0.053164     0.0101
NRCB4_FULL_OSS                V3IdlYAngle           -0.31680498           -0.36941911        0.052614    14.2424
NRCB4_FULL_OSS                V3SciXAngle           89.92231209           89.86969796        0.052614     0.0585
NRCB4_FULL_OSS                V3SciYAngle           -0.31680498           -0.36941911        0.052614    14.2424

NRCB5_FULL_OSS                      V2Ref            -89.596514            -89.482996        0.113518     0.1267
NRCB5_FULL_OSS                      V3Ref           -491.474153            -491.49366        0.019507     0.0040
NRCB5_FULL_OSS                V3IdlYAngle            0.00805772           -0.00022291        0.008281   102.7664
NRCB5_FULL_OSS                V3SciXAngle          -89.91498299          -89.92326362        0.008281     0.0092
NRCB5_FULL_OSS                V3SciYAngle         -179.99194228          179.99977709      359.991719   199.9956

NRCALL_FULL                         V2Ref             -0.327629             -2.098112        1.770483    84.3846
NRCALL_FULL                         V3Ref           -492.965889           -492.864512        0.101377     0.0206
NRCALL_FULL                   V3IdlYAngle           -0.11255124           -0.09936043        0.013191    11.7198
NRCALL_FULL                     XIdlVert1             -153.2049             -154.9957        1.790800     1.1554
NRCALL_FULL                     XIdlVert2              153.5828              153.4943        0.088500     0.0576
NRCALL_FULL                     XIdlVert3              151.6618              151.6199        0.041900     0.0276
NRCALL_FULL                     XIdlVert4             -151.2839             -153.1213        1.837400     1.2000
NRCALL_FULL                     YIdlVert1              -66.7291              -66.9274        0.198300     0.2963
NRCALL_FULL                     YIdlVert2              -63.8653              -64.0331        0.167800     0.2621
NRCALL_FULL                     YIdlVert3               67.2707               67.1066        0.164100     0.2439
NRCALL_FULL                     YIdlVert4               64.5239               64.3466        0.177300     0.2748

NRCAS_FULL                          V2Ref             81.206596             81.224457        0.017861     0.0220
NRCAS_FULL                          V3Ref           -498.087413           -498.258991        0.171578     0.0344
NRCAS_FULL                    V3IdlYAngle           -0.18465812           -0.15244646        0.032212    17.4439
NRCAS_FULL                      XIdlVert1              -71.6035              -71.6257        0.022200     0.0310
NRCAS_FULL                      XIdlVert2               62.0127               61.9727        0.040000     0.0645
NRCAS_FULL                      XIdlVert3               60.2569                 60.22        0.036900     0.0612
NRCAS_FULL                      XIdlVert4              -69.8477              -69.8729        0.025200     0.0361
NRCAS_FULL                      YIdlVert1              -61.5376              -61.4548        0.082800     0.1346
NRCAS_FULL                      YIdlVert2              -62.0537              -62.0937        0.040000     0.0644
NRCAS_FULL                      YIdlVert3               70.1496               70.1535        0.003900     0.0056
NRCAS_FULL                      YIdlVert4               69.7177               69.8209        0.103200     0.1478

NRCA1_FULL                          V2Ref            120.525464            120.521931        0.003533     0.0029
NRCA1_FULL                          V3Ref           -527.543132           -527.681271        0.138139     0.0262
NRCA1_FULL                    V3IdlYAngle            -0.5627898           -0.57873665        0.015947     2.7555
NRCA1_FULL                    V3SciXAngle          -90.51540197          -90.53134882        0.015947     0.0176
NRCA1_FULL                    V3SciYAngle            -0.5627898           -0.57873665        0.015947     2.7555

NRCA2_FULL                          V2Ref            119.589099            119.668749        0.079650     0.0666
NRCA2_FULL                          V3Ref           -459.863304           -459.968346        0.105042     0.0228
NRCA2_FULL                    V3IdlYAngle           -0.21969952           -0.21514994        0.004550     2.0708
NRCA2_FULL                    V3SciXAngle          -90.27745405          -90.27290448        0.004550     0.0050
NRCA2_FULL                    V3SciYAngle           -0.21969952           -0.21514994        0.004550     2.0708

NRCA3_FULL                          V2Ref             51.885582             51.905905        0.020323     0.0392
NRCA3_FULL                          V3Ref           -527.952752           -528.126746        0.173994     0.0329
NRCA3_FULL                    V3IdlYAngle            0.27380527            0.26908435        0.004721     1.7242
NRCA3_FULL                    V3SciXAngle          -89.96823541          -89.97295633        0.004721     0.0052
NRCA3_FULL                    V3SciYAngle            0.27380527            0.26908435        0.004721     1.7242

NRCA4_FULL                          V2Ref              52.19455              52.29502        0.100470     0.1921
NRCA4_FULL                          V3Ref            -459.97249            -460.09983        0.127340     0.0277
NRCA4_FULL                    V3IdlYAngle            0.08871159            0.07724494        0.011467    12.9258
NRCA4_FULL                    V3SciXAngle           -89.9598609          -89.97132755        0.011467     0.0127
NRCA4_FULL                    V3SciYAngle            0.08871159            0.07724494        0.011467    12.9258

NRCA5_FULL                          V2Ref             86.039011              85.87763        0.161381     0.1876
NRCA5_FULL                          V3Ref           -493.385704           -493.586939        0.201235     0.0408
NRCA5_FULL                    V3IdlYAngle           -0.07385127           -0.07436148        0.000510     0.6861
NRCA5_FULL                    V3SciXAngle          -90.15693057          -90.15744078        0.000510     0.0006
NRCA5_FULL                    V3SciYAngle           -0.07385127           -0.07436148        0.000510     0.6861

NRCBS_FULL                          V2Ref            -82.120768            -83.888394        1.767626     2.1071
NRCBS_FULL                          V3Ref           -496.038826           -496.012558        0.026268     0.0053
NRCBS_FULL                    V3IdlYAngle            0.02984889            0.02452198        0.005327    17.8463
NRCBS_FULL                      XIdlVert1              -61.8167              -61.8678        0.051100     0.0826
NRCBS_FULL                      XIdlVert2               71.6321               71.5665        0.065600     0.0916
NRCBS_FULL                      XIdlVert3                70.037               69.9757        0.061300     0.0875
NRCBS_FULL                      XIdlVert4              -60.2216               -60.277        0.055400     0.0919
NRCBS_FULL                      YIdlVert1              -62.0032              -61.9521        0.051100     0.0824
NRCBS_FULL                      YIdlVert2              -61.1312              -61.1818        0.050600     0.0827
NRCBS_FULL                      YIdlVert3               70.0092               69.9617        0.047500     0.0678
NRCBS_FULL                      YIdlVert4                70.284               70.3496        0.065600     0.0932

NRCB1_FULL                          V2Ref           -120.969513           -122.636754        1.667241     1.3595
NRCB1_FULL                          V3Ref           -457.788777           -457.771697        0.017080     0.0037
NRCB1_FULL                    V3IdlYAngle             0.3665987            0.28424495        0.082354    22.4643
NRCB1_FULL                    V3SciXAngle          -89.57306239          -89.65541615        0.082354     0.0919
NRCB1_FULL                    V3SciYAngle             0.3665987            0.28424495        0.082354    22.4643

NRCB2_FULL                          V2Ref           -121.154684           -122.873335        1.718651     1.3987
NRCB2_FULL                          V3Ref           -525.478141           -525.486255        0.008114     0.0015
NRCB2_FULL                    V3IdlYAngle            0.85955165            0.81935905        0.040193     4.6760
NRCB2_FULL                    V3SciXAngle          -89.17522937          -89.21542197        0.040193     0.0451
NRCB2_FULL                    V3SciYAngle            0.85955165            0.81935905        0.040193     4.6760

NRCB3_FULL                          V2Ref            -53.139934            -54.829507        1.689573     3.0815
NRCB3_FULL                          V3Ref            -457.82174           -457.752694        0.069046     0.0151
NRCB3_FULL                    V3IdlYAngle           -0.43660167            -0.4886682        0.052067    10.6548
NRCB3_FULL                    V3SciXAngle          -90.39856853          -90.45063506        0.052067     0.0576
NRCB3_FULL                    V3SciYAngle           -0.43660167            -0.4886682        0.052067    10.6548

NRCB4_FULL                          V2Ref            -52.845703            -54.586077        1.740374     3.1883
NRCB4_FULL                          V3Ref           -525.729321           -525.676157        0.053164     0.0101
NRCB4_FULL                    V3IdlYAngle           -0.31680498           -0.36941911        0.052614    14.2424
NRCB4_FULL                    V3SciXAngle          -90.07768791          -90.13030204        0.052614     0.0584
NRCB4_FULL                    V3SciYAngle           -0.31680498           -0.36941911        0.052614    14.2424

NRCB5_FULL                          V2Ref            -89.596514            -89.482996        0.113518     0.1267
NRCB5_FULL                          V3Ref           -491.474153            -491.49366        0.019507     0.0040
NRCB5_FULL                    V3IdlYAngle            0.00805772           -0.00022291        0.008281   102.7664
NRCB5_FULL                    V3SciXAngle          -89.91498299          -89.92326362        0.008281     0.0092
NRCB5_FULL                    V3SciYAngle            0.00805772           -0.00022291        0.008281   102.7664

NRCA1_SUB160                        V2Ref             91.036008             91.024324        0.011684     0.0128
NRCA1_SUB160                        V3Ref           -498.255488           -498.401836        0.146348     0.0294
NRCA1_SUB160                  V3IdlYAngle           -0.12031807           -0.13626493        0.015947    11.7028
NRCA1_SUB160                  V3SciXAngle          -90.18526517          -90.20121203        0.015947     0.0177
NRCA1_SUB160                  V3SciYAngle           -0.12031807           -0.13626493        0.015947    11.7028

NRCA2_SUB160                        V2Ref             90.550301             90.627625        0.077324     0.0853
NRCA2_SUB160                        V3Ref           -489.161047           -489.263783        0.102736     0.0210
NRCA2_SUB160                  V3IdlYAngle           -0.01687387            -0.0123243        0.004550    26.9622
NRCA2_SUB160                  V3SciXAngle          -90.07874784          -90.07419826        0.004550     0.0051
NRCA2_SUB160                  V3SciYAngle           -0.01687387            -0.0123243        0.004550    26.9622

NRCA3_SUB160                        V2Ref             81.346136             81.364024        0.017888     0.0220
NRCA3_SUB160                        V3Ref           -498.398625           -498.570192        0.171567     0.0344
NRCA3_SUB160                  V3IdlYAngle            -0.0054844           -0.01020532        0.004721    46.2594
NRCA3_SUB160                  V3SciXAngle          -90.09262217          -90.09734309        0.004721     0.0052
NRCA3_SUB160                  V3SciYAngle            -0.0054844           -0.01020532        0.004721    46.2594

NRCA4_SUB160                        V2Ref             81.417265             81.523577        0.106312     0.1304
NRCA4_SUB160                        V3Ref           -489.165738           -489.287229        0.121491     0.0248
NRCA4_SUB160                  V3IdlYAngle           -0.28041099           -0.29187764        0.011467     3.9286
NRCA4_SUB160                  V3SciXAngle          -90.36122771          -90.37269436        0.011467     0.0127
NRCA4_SUB160                  V3SciYAngle           -0.28041099           -0.29187764        0.011467     3.9286

NRCA5_SUB160                        V2Ref             86.039011              85.87763        0.161381     0.1876
NRCA5_SUB160                        V3Ref           -493.385704           -493.586939        0.201235     0.0408
NRCA5_SUB160                  V3IdlYAngle           -0.07385127           -0.07436148        0.000510     0.6861
NRCA5_SUB160                  V3SciXAngle          -90.15693057          -90.15744078        0.000510     0.0006
NRCA5_SUB160                  V3SciYAngle           -0.07385127           -0.07436148        0.000510     0.6861

NRCA1_SUB320                        V2Ref             93.521132              93.51014        0.010992     0.0118
NRCA1_SUB320                        V3Ref           -500.737402           -500.883058        0.145656     0.0291
NRCA1_SUB320                  V3IdlYAngle           -0.15548095            -0.1714278        0.015947     9.3024
NRCA1_SUB320                  V3SciXAngle          -90.21533607          -90.23128292        0.015947     0.0177
NRCA1_SUB320                  V3SciYAngle           -0.15548095            -0.1714278        0.015947     9.3024

NRCA2_SUB320                        V2Ref             93.022839              93.10036        0.077521     0.0833
NRCA2_SUB320                        V3Ref           -486.673339           -486.776272        0.102933     0.0211
NRCA2_SUB320                  V3IdlYAngle           -0.03632795           -0.03177838        0.004550    12.5236
NRCA2_SUB320                  V3SciXAngle          -90.09334585          -90.08879627        0.004550     0.0050
NRCA2_SUB320                  V3SciYAngle           -0.03632795           -0.03177838        0.004550    12.5236

NRCA3_SUB320                        V2Ref             78.864711             78.882804        0.018093     0.0229
NRCA3_SUB320                        V3Ref           -500.894859           -501.066629        0.171770     0.0343
NRCA3_SUB320                  V3IdlYAngle            0.01577689            0.01105598        0.004721    29.9229
NRCA3_SUB320                  V3SciXAngle           -90.0798193          -90.08454021        0.004721     0.0052
NRCA3_SUB320                  V3SciYAngle            0.01577689            0.01105598        0.004721    29.9229

NRCA4_SUB320                        V2Ref             78.930249             79.036066        0.105817     0.1339
NRCA4_SUB320                        V3Ref           -486.694968           -486.816957        0.121989     0.0251
NRCA4_SUB320                  V3IdlYAngle           -0.24695031           -0.25841696        0.011467     4.4373
NRCA4_SUB320                  V3SciXAngle          -90.32940176          -90.34086842        0.011467     0.0127
NRCA4_SUB320                  V3SciYAngle           -0.24695031           -0.25841696        0.011467     4.4373

NRCA5_SUB320                        V2Ref             86.039011              85.87763        0.161381     0.1876
NRCA5_SUB320                        V3Ref           -493.385704           -493.586939        0.201235     0.0408
NRCA5_SUB320                  V3IdlYAngle           -0.07385127           -0.07436148        0.000510     0.6861
NRCA5_SUB320                  V3SciXAngle          -90.15693057          -90.15744078        0.000510     0.0006
NRCA5_SUB320                  V3SciYAngle           -0.07385127           -0.07436148        0.000510     0.6861

NRCA1_SUB640                        V2Ref             98.498662             98.489051        0.009611     0.0098
NRCA1_SUB640                        V3Ref           -505.700836           -505.845107        0.144271     0.0285
NRCA1_SUB640                  V3IdlYAngle            -0.2269742           -0.24292106        0.015947     6.5646
NRCA1_SUB640                  V3SciXAngle          -90.27442248          -90.29036933        0.015947     0.0177
NRCA1_SUB640                  V3SciYAngle            -0.2269742           -0.24292106        0.015947     6.5646

NRCA2_SUB640                        V2Ref             97.960978             98.038894        0.077916     0.0795
NRCA2_SUB640                        V3Ref           -481.701085           -481.804409        0.103324     0.0214
NRCA2_SUB640                  V3IdlYAngle           -0.07406027            -0.0695107        0.004550     6.1431
NRCA2_SUB640                  V3SciXAngle          -90.12368313          -90.11913355        0.004550     0.0050
NRCA2_SUB640                  V3SciYAngle           -0.07406027            -0.0695107        0.004550     6.1431

NRCA3_SUB640                        V2Ref             73.893918             73.912422        0.018504     0.0250
NRCA3_SUB640                        V3Ref           -505.891474           -506.063654        0.172180     0.0340
NRCA3_SUB640                  V3IdlYAngle            0.05951845            0.05479753        0.004721     7.9319
NRCA3_SUB640                  V3SciXAngle          -90.05536121          -90.06008213        0.004721     0.0052
NRCA3_SUB640                  V3SciYAngle            0.05951845            0.05479753        0.004721     7.9319

NRCA4_SUB640                        V2Ref             73.962514             74.067342        0.104828     0.1415
NRCA4_SUB640                        V3Ref           -481.752075           -481.875058        0.122983     0.0255
NRCA4_SUB640                  V3IdlYAngle           -0.18114878           -0.19261543        0.011467     5.9531
NRCA4_SUB640                  V3SciXAngle          -90.26466588          -90.27613253        0.011467     0.0127
NRCA4_SUB640                  V3SciYAngle           -0.18114878           -0.19261543        0.011467     5.9531

NRCA5_SUB640                        V2Ref             86.039011              85.87763        0.161381     0.1876
NRCA5_SUB640                        V3Ref           -493.385704           -493.586939        0.201235     0.0408
NRCA5_SUB640                  V3IdlYAngle           -0.07385127           -0.07436148        0.000510     0.6861
NRCA5_SUB640                  V3SciXAngle          -90.15693057          -90.15744078        0.000510     0.0006
NRCA5_SUB640                  V3SciYAngle           -0.07385127           -0.07436148        0.000510     0.6861

NRCB1_SUB160                        V2Ref            -92.013416            -93.638478        1.625062     1.7355
NRCB1_SUB160                        V3Ref           -487.154488           -487.095758        0.058730     0.0121
NRCB1_SUB160                  V3IdlYAngle            0.16599314            0.08363938        0.082354    49.6127
NRCB1_SUB160                  V3SciXAngle          -89.77219078          -89.85454453        0.082354     0.0917
NRCB1_SUB160                  V3SciYAngle            0.16599314            0.08363938        0.082354    49.6127

NRCB2_SUB160                        V2Ref            -91.520224            -93.259309        1.739085     1.8648
NRCB2_SUB160                        V3Ref           -496.358629           -496.345961        0.012668     0.0026
NRCB2_SUB160                  V3IdlYAngle            0.42036615            0.38017355        0.040193     9.5613
NRCB2_SUB160                  V3SciXAngle          -89.51055233          -89.55074493        0.040193     0.0449
NRCB2_SUB160                  V3SciYAngle            0.42036615            0.38017355        0.040193     9.5613

NRCB3_SUB160                        V2Ref            -82.179512            -83.842384        1.662872     1.9833
NRCB3_SUB160                        V3Ref           -487.190941           -487.148272        0.042669     0.0088
NRCB3_SUB160                  V3IdlYAngle           -0.07196372           -0.12403025        0.052067    41.9789
NRCB3_SUB160                  V3SciXAngle          -89.99521085          -90.04727738        0.052067     0.0578
NRCB3_SUB160                  V3SciYAngle           -0.07196372           -0.12403025        0.052067    41.9789

NRCB4_SUB160                        V2Ref            -82.322132            -84.089602        1.767470     2.1019
NRCB4_SUB160                        V3Ref           -496.209897           -496.183814        0.026083     0.0053
NRCB4_SUB160                  V3IdlYAngle           -0.03794106           -0.09055519        0.052614    58.1017
NRCB4_SUB160                  V3SciXAngle          -89.95221077           -90.0048249        0.052614     0.0585
NRCB4_SUB160                  V3SciYAngle           -0.03794106           -0.09055519        0.052614    58.1017

NRCB5_SUB160                        V2Ref            -87.081103            -86.967547        0.113556     0.1304
NRCB5_SUB160                        V3Ref           -491.730129           -491.749272        0.019143     0.0039
NRCB5_SUB160                  V3IdlYAngle           -0.01746234           -0.02574297        0.008281    32.1666
NRCB5_SUB160                  V3SciXAngle          -89.93688291          -89.94516354        0.008281     0.0092
NRCB5_SUB160                  V3SciYAngle           -0.01746234           -0.02574297        0.008281    32.1666

NRCB1_SUB320                        V2Ref            -94.478906             -96.10755        1.628644     1.6946
NRCB1_SUB320                        V3Ref           -484.661096           -484.605912        0.055184     0.0114
NRCB1_SUB320                  V3IdlYAngle            0.18528244            0.10292868        0.082354    44.4477
NRCB1_SUB320                  V3SciXAngle          -89.75758491          -89.83993866        0.082354     0.0917
NRCB1_SUB320                  V3SciYAngle            0.18528244            0.10292868        0.082354    44.4477

NRCB2_SUB320                        V2Ref            -94.017897             -95.75525        1.737353     1.8144
NRCB2_SUB320                        V3Ref           -498.826666            -498.81575        0.010916     0.0022
NRCB2_SUB320                  V3IdlYAngle            0.45531814            0.41512554        0.040193     8.8274
NRCB2_SUB320                  V3SciXAngle          -89.48010396          -89.52029656        0.040193     0.0449
NRCB2_SUB320                  V3SciYAngle            0.45531814            0.41512554        0.040193     8.8274

NRCB3_SUB320                        V2Ref            -79.708147            -81.373278        1.665131     2.0463
NRCB3_SUB320                        V3Ref            -484.70532           -484.660406        0.044914     0.0093
NRCB3_SUB320                  V3IdlYAngle           -0.10508225           -0.15714878        0.052067    33.1320
NRCB3_SUB320                  V3SciXAngle          -90.02716112          -90.07922765        0.052067     0.0578
NRCB3_SUB320                  V3SciYAngle           -0.10508225           -0.15714878        0.052067    33.1320

NRCB4_SUB320                        V2Ref            -79.839385            -81.604566        1.765181     2.1631
NRCB4_SUB320                        V3Ref           -498.703338           -498.674973        0.028365     0.0057
NRCB4_SUB320                  V3IdlYAngle            -0.0591687           -0.11178283        0.052614    47.0682
NRCB4_SUB320                  V3SciXAngle          -89.96510354          -90.01771767        0.052614     0.0584
NRCB4_SUB320                  V3SciYAngle            -0.0591687           -0.11178283        0.052614    47.0682

NRCB5_SUB320                        V2Ref            -87.081103            -86.967547        0.113556     0.1304
NRCB5_SUB320                        V3Ref           -491.730129           -491.749272        0.019143     0.0039
NRCB5_SUB320                  V3IdlYAngle           -0.01746234           -0.02574297        0.008281    32.1666
NRCB5_SUB320                  V3SciXAngle          -89.93688291          -89.94516354        0.008281     0.0092
NRCB5_SUB320                  V3SciYAngle           -0.01746234           -0.02574297        0.008281    32.1666

NRCB1_SUB640                        V2Ref            -99.402972           -101.038774        1.635802     1.6190
NRCB1_SUB640                        V3Ref           -479.677437           -479.629335        0.048102     0.0100
NRCB1_SUB640                  V3IdlYAngle            0.22267585             0.1403221        0.082354    36.9837
NRCB1_SUB640                  V3SciXAngle          -89.72721983          -89.80957359        0.082354     0.0917
NRCB1_SUB640                  V3SciYAngle            0.22267585             0.1403221        0.082354    36.9837

NRCB2_SUB640                        V2Ref            -99.020389           -100.754279        1.733890     1.7209
NRCB2_SUB640                        V3Ref           -503.762153           -503.754745        0.007408     0.0015
NRCB2_SUB640                  V3IdlYAngle            0.52636495            0.48617235        0.040193     7.6359
NRCB2_SUB640                  V3SciXAngle          -89.42024156          -89.46043416        0.040193     0.0449
NRCB2_SUB640                  V3SciYAngle            0.52636495            0.48617235        0.040193     7.6359

NRCB3_SUB640                        V2Ref            -74.771645            -76.441298        1.669653     2.1842
NRCB3_SUB640                        V3Ref           -479.732701           -479.683303        0.049398     0.0103
NRCB3_SUB640                  V3IdlYAngle           -0.17019312           -0.22225965        0.052067    23.4260
NRCB3_SUB640                  V3SciXAngle          -90.09215528          -90.14422181        0.052067     0.0578
NRCB3_SUB640                  V3SciYAngle           -0.17019312           -0.22225965        0.052067    23.4260

NRCB4_SUB640                        V2Ref            -74.865934            -76.626534        1.760600     2.2976
NRCB4_SUB640                        V3Ref           -503.694289           -503.661356        0.032933     0.0065
NRCB4_SUB640                  V3IdlYAngle           -0.10284502           -0.15545915        0.052614    33.8443
NRCB4_SUB640                  V3SciXAngle          -89.98973849          -90.04235262        0.052614     0.0584
NRCB4_SUB640                  V3SciYAngle           -0.10284502           -0.15545915        0.052614    33.8443

NRCB5_SUB640                        V2Ref            -87.081103            -86.967547        0.113556     0.1304
NRCB5_SUB640                        V3Ref           -491.730129           -491.749272        0.019143     0.0039
NRCB5_SUB640                  V3IdlYAngle           -0.01746234           -0.02574297        0.008281    32.1666
NRCB5_SUB640                  V3SciXAngle          -89.93688291          -89.94516354        0.008281     0.0092
NRCB5_SUB640                  V3SciYAngle           -0.01746234           -0.02574297        0.008281    32.1666

NRCA5_GRISM256_F322W2               V2Ref             50.767712             50.606893        0.160819     0.3168
NRCA5_GRISM256_F322W2               V3Ref           -556.476341            -556.67789        0.201549     0.0362
NRCA5_GRISM256_F322W2         V3IdlYAngle            0.22580389            0.22529368        0.000510     0.2260
NRCA5_GRISM256_F322W2         V3SciXAngle          -90.15631608          -90.15682629        0.000510     0.0006
NRCA5_GRISM256_F322W2         V3SciYAngle            0.22580389            0.22529368        0.000510     0.2260

NRCA5_GRISM128_F322W2               V2Ref             50.767712             50.606893        0.160819     0.3168
NRCA5_GRISM128_F322W2               V3Ref           -556.476341            -556.67789        0.201549     0.0362
NRCA5_GRISM128_F322W2         V3IdlYAngle            0.22580389            0.22529368        0.000510     0.2260
NRCA5_GRISM128_F322W2         V3SciXAngle          -90.15631608          -90.15682629        0.000510     0.0006
NRCA5_GRISM128_F322W2         V3SciYAngle            0.22580389            0.22529368        0.000510     0.2260

NRCA5_GRISM64_F322W2                V2Ref             50.767712             50.606893        0.160819     0.3168
NRCA5_GRISM64_F322W2                V3Ref           -556.476341            -556.67789        0.201549     0.0362
NRCA5_GRISM64_F322W2          V3IdlYAngle            0.22580389            0.22529368        0.000510     0.2260
NRCA5_GRISM64_F322W2          V3SciXAngle          -90.15631608          -90.15682629        0.000510     0.0006
NRCA5_GRISM64_F322W2          V3SciYAngle            0.22580389            0.22529368        0.000510     0.2260

NRCA5_GRISM256_F277W                V2Ref             50.767712             50.606893        0.160819     0.3168
NRCA5_GRISM256_F277W                V3Ref           -556.476341            -556.67789        0.201549     0.0362
NRCA5_GRISM256_F277W          V3IdlYAngle            0.22580389            0.22529368        0.000510     0.2260
NRCA5_GRISM256_F277W          V3SciXAngle          -90.15631608          -90.15682629        0.000510     0.0006
NRCA5_GRISM256_F277W          V3SciYAngle            0.22580389            0.22529368        0.000510     0.2260

NRCA5_GRISM128_F277W                V2Ref             50.767712             50.606893        0.160819     0.3168
NRCA5_GRISM128_F277W                V3Ref           -556.476341            -556.67789        0.201549     0.0362
NRCA5_GRISM128_F277W          V3IdlYAngle            0.22580389            0.22529368        0.000510     0.2260
NRCA5_GRISM128_F277W          V3SciXAngle          -90.15631608          -90.15682629        0.000510     0.0006
NRCA5_GRISM128_F277W          V3SciYAngle            0.22580389            0.22529368        0.000510     0.2260

NRCA5_GRISM64_F277W                 V2Ref             50.767712             50.606893        0.160819     0.3168
NRCA5_GRISM64_F277W                 V3Ref           -556.476341            -556.67789        0.201549     0.0362
NRCA5_GRISM64_F277W           V3IdlYAngle            0.22580389            0.22529368        0.000510     0.2260
NRCA5_GRISM64_F277W           V3SciXAngle          -90.15631608          -90.15682629        0.000510     0.0006
NRCA5_GRISM64_F277W           V3SciYAngle            0.22580389            0.22529368        0.000510     0.2260

NRCA5_GRISM256_F356W                V2Ref             50.767712             50.606893        0.160819     0.3168
NRCA5_GRISM256_F356W                V3Ref           -556.476341            -556.67789        0.201549     0.0362
NRCA5_GRISM256_F356W          V3IdlYAngle            0.22580389            0.22529368        0.000510     0.2260
NRCA5_GRISM256_F356W          V3SciXAngle          -90.15631608          -90.15682629        0.000510     0.0006
NRCA5_GRISM256_F356W          V3SciYAngle            0.22580389            0.22529368        0.000510     0.2260

